42.349525,-71.094642,83721
42.34919,-71.098364,72084
42.349303,-71.106637,142460
42.349544,-71.094622,105393
42.350028,-71.098048,45227
42.349923,-71.099372,113520
42.349114,-71.095275,72323
42.349507,-71.094584,104756
42.348113,-71.106409,53294
42.349007,-71.096116,43259
42.349664,-71.094757,29442
42.349511,-71.094623,91833
